District,Facility Type,Material Type,Facility ID,Facility Description,Company,Contact Person,Contact Email,Telephone Number,Physical Address,P-Address Line 2,P-Address City,P-Address State,P-Address Zip,P-Address Country,Latitude,Longitude,Mailing Address,M-Address Line 2,M-Address City,M-Address State,M-Address Zip,M-Address Country,Facility Status,Facility Status Date,QCP Status,QCP Status Date
District 1,Plant,Precast Drainage Structures,PC-01,ATLANTIC TNG LLC,Atlantic TNG LLC,Jason Brewster,jbrewster@atlantictng.com,(941) 879-2740,1701 MYRTLE STREET,,SARASOTA,Florida,34234,,27.367555,-82.536853,PO BOX 729,,SARASOTA,Florida,34230,,Under Review,6/23/2015,Accepted,12/27/2024
District 1,Plant,Precast Drainage Structures,PC-02,OLDCASTLE PRECAST,"Preferred Materials, Inc. - Concrete Division",,,,2140 PONDELLA ROAD NORTH,,Cape Coral,Florida,33909,,26.664279,-81.929599,2140 PONDELLA ROAD NORTH,,Cape Coral,Florida,33909,,Under Review,6/23/2015,Accepted,5/16/2024
District 1,Plant,Precast Drainage Structures,PC-03,"CAST SYSTEMS, LLC",Cast Systems LLC,ADAM ROWAN,adam@castsystemsllc.com,(941) 625-3474,19400 PEACHLAND BOULEVARD,,PORT CHARLOTTE,Florida,33948,,27.018656,-82.128192,19400 PEACHLAND BOULEVARD,,PORT CHARLOTTE,Florida,33948,,Under Review,6/23/2015,Accepted,6/13/2025
District 1,Plant,Precast Drainage Structures,PC-04,"Foley Products, Fort Myers",Foley Products,Guillermo Torres,gtorres@foleyproducts.com,(256) 690-6822,7291 PENNSYLVANIA STREET,,FT. MYERS,Florida,33912,,26.494950,-81.831964,PO BOX 370,,ESTERO,Florida,33929,,Under Review,6/23/2015,Accepted,4/23/2025
District 1,Plant,Precast Drainage Structures,PC-33,CONCRETE PRODUCTS OF THE PALM BEACHES,"Concrete Products of the Palm Beaches, Inc.",Alain Monzon,amonzon@cppb.us,(561) 262-6783,1491 NW 24TH DRIVE,,OKEECHOBEE,Florida,34972,,27.259266,-80.850713,"460 AVENUE ""S""",,RIVERIA BEACH,Florida,33404,,Under Review,6/23/2015,Accepted,2/4/2025
District 1,Plant,Precast Drainage Structures,PC-39,FORTERRA PIPE & PRECAST,Forterra Pipe and Precast,Rick Rickard,rick.rickard@forterrabp.com,(941) 234-3552,1285 LUCERNE LOOP ROAD N.E.,,WINTER HAVEN,Florida,33881,,28.073000,-81.692000,1285 LUCERNE LOOP ROAD N.E.,,WINTER HAVEN,Florida,33881,,Under Review,6/23/2015,Inactivated,9/25/2017
District 1,Plant,Precast Drainage Structures,PC-81,"Quality Precast Solutions, LLC - Ft Myers","Quality Precast Solutions, LLC",RYAN LEVESQUE,ryan.levesque@qualityprecastsolutions.com,(239) 451-8309,7958 USA Industrial Dr,,Fort Myers,Florida,33912,,26.501350,-81.824730,3621 NW Second St,,Cape Coral,Florida,33993,,Under Review,4/12/2023,Accepted,5/23/2025
District 1,Plant,Precast Pipe,PI-03,"FOLEY PRODUCTS, FORT MYERS",Foley Products,Guillermo Torres,GTorres@foleyproducts.com,(256) 690-6822,2040 Ortiz Avenue,,Fort Myers,Florida,33905,,26.641687,-81.812836,2040 Ortiz Avenue,,Fort Myers,Florida,33905,,Under Review,6/23/2015,Accepted,8/29/2024
District 1,Plant,Precast Pipe,PI-23,RINKER MATERIALS WINTER HAVEN PIPE,Rinker Materials Corporation,JARROD YORK,jarrod.york@rinkerpipe.com,(407) 461-0598,1285 Lucerne Loop Road NE,,Winter Haven,Florida,33881,,28.073300,-81.691700,840 WEST AVE,,DELAND,Florida,32720,,Under Review,6/23/2015,Accepted,8/7/2024
District 1,Plant,Prestressed Concrete Products,PCP10-010,CORESLAB STRUCTURES,"Coreslab Structures, Inc.",,,,6301 N 56TH STREET,,TAMPA,Florida,33610,,28.005520,-82.389989,6301 N 56TH STREET,,TAMPA,Florida,33610,,Under Review,6/23/2015,Inactivated,3/6/2023
District 1,Plant,Prestressed Concrete Products,PCP10-011,"STANDARD CONCRETE PRODUCTS, INC.","Standard Concrete Products, Inc.",Klaus Barna,klausbarna@standardconcrete.org,(813) 831-9520,5801 WEST COMMERCE STREET,,TAMPA,Florida,33616,,27.862268,-82.539691,P.O. BOX 13885,,TAMPA,Florida,33681,,Under Review,6/23/2015,Accepted,5/22/2025
District 1,Plant,Prestressed Concrete Products,PCP-12-002,"S & S PRECAST, INC","S & S Precast, Inc.",Robert Macdonald,robert@ssprecast.com,(239) 992-8685,25095 OLD 41 ROAD,,BONITA SPRINGS,Florida,34135,,26.375764,-81.800759,PO BOX 366098,,BONITA SPRINGS,Florida,34136,,Under Review,6/23/2015,Accepted,4/23/2025
District 1,Plant,Prestressed Concrete Products,PCP12-491,"CEMENT INDUSTRIES, INC.","Cement Industries, Inc.",GAY THOMPSON,info@cementindustries.com,(239) 332-1440,2709 JEFFCOTT STREET,,FT. MYERS,Florida,33902,,26.628593,-81.859592,P.O. BOX 823,,FT. MYERS,Florida,33902,,Under Review,6/23/2015,Inactivated,6/5/2017
District 1,Plant,Prestressed Concrete Products,PCP15-001,"HENDERSON PRESTRESSED CONCRETE, INC","Henderson Prestressed Concrete, Inc",MARK SPENCE,markspence@gmail.com,(734) 353-6220,822 ANclote Rd,,Tarpon Springs,Florida,34689,,28.168327,-82.771308,822 ANclote Rd,,Tarpon Springs,Florida,34689,,Under Review,12/19/2017,Accepted,12/4/2024
District 1,Plant,Structural Concrete,01-484,"Cemex, Inc - Port Charlotte, FL","Cemex, Inc. - Concrete Division",Ron Holcomb,ronald.holcomb@cemex.com,(239) 825-3519,19300 PEACHLAND BLVD.,,PORT CHARLOTTE,Florida,33948,,27.017604,-82.130249,1425 WIGGINS PASS ROAD,,NAPLES,Florida,33941,,Approved,3/3/2016,Accepted,1/8/2024
District 1,Plant,Structural Concrete,01-498,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",PETE WATTERS,pete.watters@preferredmaterials.com,(239) 560-7986,3333 ACLINE ROAD,,PUNTA GORDA,Florida,33950,,26.882432,-82.013009,25061 OLD US 41,,BONITA SPRINGS,Florida,34135,,Under Review,6/23/2015,Accepted,1/21/2025
District 1,Plant,Structural Concrete,03-004,"Cemex, Inc. - Naples, FL","Cemex, Inc. - Concrete Division",RON HOLCOMB,ronald.holcomb@cemex.com,(239) 597-3162,3728 PROSPECT AVENUE,,NAPLES,Florida,34104,,26.156351,-81.762620,1425 WIGGINS PASS ROAD EAST,,NAPLES,Florida,34110,,Approved,2/12/2014,Accepted,5/9/2025
District 1,Plant,Structural Concrete,03-167,"Cemex, Inc. - Naples, FL","Cemex, Inc. - Concrete Division",RON HOLCOMB,ronald.holcomb@cemex.com,(239) 597-3162,1425 EAST WIGGINS PASS ROAD,,NAPLES,Florida,34110,,26.294195,-81.792675,1425 EAST WIGGINS PASS ROAD,,NAPLES,Florida,34110,,Under Review,6/23/2015,Accepted,11/15/2023
District 1,Plant,Structural Concrete,03-232,CEMEX,"Cemex, Inc. - Concrete Division",RON HOLCOMB,ronald.holcomb@cemex.com,(239) 597-3162,15555 EAST TAMIAMI TRAIL,,NAPLES,Florida,34114,,26.028462,-81.640906,1425 WIGGINS PASS ROAD,,NAPLES,Florida,33941,,Inactivated,11/21/2017,Inactivated,12/7/2021
District 1,Plant,Structural Concrete,03-300,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",MITCHELL WATTERS,pete.watters@preferredmaterials.com,(239) 560-7986,6300 SHIRLEY STREET,,NAPLES,Florida,34109,,26.222702,-81.780767,25061 OLD US 41,,BONITA SPRINGS,Florida,34135,,Under Review,6/23/2015,Inactivated,9/16/2019
District 1,Plant,Structural Concrete,03-473,CEMEX,"Cemex, Inc. - Concrete Division",Ron Holcomb,rholcomb@cemexusa.com,(239) 825-3519,15555 Tamiami Trail,,Naples,Florida,34114,,26.028462,-81.640906,1425 Wiggins Pass Rd East,,Naples,Florida,34110,,Under Review,10/5/2015,Inactivated,2/1/2016
District 1,Plant,Structural Concrete,03-475,"Preferred Materials, Inc. - Immokalee, FL","Preferred Materials, Inc. - Concrete Division",MITCHELL WATTERS,pete.watters@preferredmaterials.com,(239) 560-7986,1111 EAST MAIN STREET,,IMMOKALEE,Florida,33916,,26.413328,-81.403311,25061 OLD US 41,,BONITA SPRINGS,Florida,34135,,Under Review,6/23/2015,Accepted,1/25/2024
District 1,Plant,Structural Concrete,03-478,Preferred Materials Inc.-Golden Gate,"Preferred Materials, Inc. - Concrete Division",MITCHELL WATTERS,pete.watters@preferredmaterials.com,(239) 985-1124,911 5th St. SW,,Naples,Florida,34117,,26.208540,-81.614746,11913 SR 54,,Odessa,Florida,34117,,Under Review,2/1/2024,Accepted,2/1/2024
District 1,Plant,Structural Concrete,05-347,National Traffic Solution-Volumetric-Okeechobee,"National Traffic Solution, Inc.",FRANK RIVERA,frankjr@trafficsolution.us,(305) 302-4602,30076 E. State Rd 78,,Okeechobee,Florida,34974,,27.144610,-80.876490,20305 SW 198 Ave,,Miami,Florida,33170,,Under Review,4/6/2023,Accepted,5/1/2023
District 1,Plant,Structural Concrete,06-208,"Jahna Concrete, Inc. - Zolfo Springs, FL","Jahna Concrete, Inc.",NOEL JAHNA,noel@jahnaconcrete.com,(863) 449-2148,230 state road 66,,Zolfo Springs,Florida,33890,,27.493150,-81.794444,230 state road 66,,Zolfo Springs,Florida,33890,,Under Review,10/18/2016,Accepted,7/13/2017
District 1,Plant,Structural Concrete,07-005,HARE,"Hare Lumber & Ready Mix, Inc.",LEROY Hare,hlumber1@hotmail.com,(863) 983-8144,425 EAST HAITI STREET,,CLEWISTON,Florida,33440,,26.747857,-80.929115,425 EAST HAITI STREET,,CLEWISTON,Florida,33440,,Under Review,6/23/2015,Inactivated,5/1/2019
District 1,Plant,Structural Concrete,07-454,"Cemex, Inc. - Labelle, FL","Cemex, Inc. - Concrete Division",RON HOLCOMB,ronald.holcomb@cemex.com,(239) 825-3519,1101 FORESTRY ROAD,,LABELLE,Florida,33975,,26.745278,-81.425433,1425 WIGGINS PASS ROAD,,NAPLES,Florida,33941,,Under Review,6/23/2015,Accepted,3/14/2023
District 1,Plant,Structural Concrete,07-455,"A&J Ready Mix, Inc. - Clewiston, FL",A&J Ready Mix Inc,ALEX RODRIGUEZ,qc@ajreadymixinc.com,(786) 618-0017,318 East El Paso Ave,,Clewiston,Florida,33440,,26.748750,-80.931520,307 E Aztec Ave,,Clewiston,Florida,33440,,Approved,2/24/2020,Accepted,6/23/2023
District 1,Plant,Structural Concrete,07-456,"Geoquest USA, Inc. - Fort Denaud","Geoquest USA, Inc.",BRYAN YANES,bryan.yanes@geoquest-group.com,(863) 458-5866,3655 West State Road 80,,Fort Denaud,Florida,33935,,26.718954,-81.493585,3655 West State Road 80,,Fort Denaud,Florida,33935,,Under Review,5/9/2024,Accepted,2/26/2025
District 1,Plant,Structural Concrete,09-205,Jahna CONCRETE,"Jahna Concrete, Inc.",FREDERIC W. JAHNA,fjahna@jahnaconcrete.com,(863) 453-4353,1315 NORTH MICHIGAN AVE.,,AVON PARK,Florida,33825,,27.614049,-81.505498,104 SOUTH RAILROAD AVENUE,,AVON PARK,Florida,33825,,Under Review,6/23/2015,Accepted,3/1/2021
District 1,Plant,Structural Concrete,09-469,Jahna CONCRETE,"Jahna Concrete, Inc.",NOEL JAHNA,fjahna@jahnaconcrete.com,(863) 453-4353,160 CR 29,,LAKE PLACID,Florida,33852,,27.267303,-81.342213,104 SOUTH RAILROAD AVE,,AVON PARK,Florida,33825,,Under Review,6/23/2015,Accepted,1/28/2021
District 1,Plant,Structural Concrete,12-111,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",MITCHELL WATTERS,pete.watters@preferredmaterials.com,(239) 560-7986,2130 PONDELLA RD.,,CAPE CORAL,Florida,33909,,26.665287,-81.928617,14299 ALICO RD.,,FORT MYERS,Florida,33913,,Under Review,8/21/2015,Accepted,8/4/2023
District 1,Plant,Structural Concrete,12-340,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",PETE WATTERS,pete.watters@preferredmaterials.com,(239) 560-7986,25061 OLD US 41,,BONITA SPRINGS,Florida,34135,,26.377703,-81.802028,25061 OLD US 41,,BONITA SPRINGS,Florida,34135,,Under Review,6/23/2015,Accepted,4/26/2021
District 1,Plant,Structural Concrete,12-342,CEMEX,"Cemex, Inc. - Concrete Division",RON HOLCOMB,ronald.holcomb@cemex.com,(239) 825-3519,2225 ROCKFILL ROAD,,FORT MYERS,Florida,33916,,26.636626,-81.829025,1425 WIGGINS PASS ROAD,,NAPLES,Florida,33941,,Under Review,6/23/2015,Inactivated,7/1/2025
District 1,Plant,Structural Concrete,12-415,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",PETE WATTERS,pwatters@preferredmaterials.com,(239) 560-7986,7270 ALICO ROAD,,FORT MYERS,Florida,33912,,26.488114,-81.833387,25061 OLD US 41,,BONITA SPRINGS,Florida,34135,,Under Review,6/23/2015,Accepted,10/28/2021
District 1,Plant,Structural Concrete,12-516,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",PETE WATTERS,pete.watters@preferredmaterials.com,(239) 560-7986,4262 CANAL STREET,,FT. MYERS,Florida,33916,,26.626417,-81.826135,25061 OLD US 41,,BONITA SPRINGS,Florida,34135,,Under Review,6/23/2015,Inactivated,1/25/2016
District 1,Plant,Structural Concrete,12-517,"Cemex Inc, Alico Road","Cemex, Inc. - Concrete Division",RONALD HOLCOMB,ronald.holcomb@cemex.com,(239) 825-3519,15200 Alico Road,,Fort Myers,Florida,33913,,26.640629,-81.872307,1425 Wiggins Pass Road,,Naples,Florida,33941,,Under Review,7/1/2025,,
District 1,Plant,Structural Concrete,12-518,Oldcastle Precast,"Oldcastle Infrastructure, Inc.",Kevin Hutchens,kevin.hutchens@OldCastle.com,(239) 810-7134,2140 PONDELLA ROAD NORTH,,Cape Coral,Florida,33909,,26.664279,-81.929599,2140 PONDELLA ROAD NORTH,,Cape Coral,Florida,33909,,Under Review,6/23/2015,Accepted,8/16/2023
District 1,Plant,Structural Concrete,12-520,TITAN,Titan Florida LLC,MIKE CUNNINGHAM,mcunningham@titanamerica.com,(239) 332-2456,4170 CANAL STREET,,FT MYERS,Florida,33916,,26.626941,-81.829820,425 COMMERCIAL COURT,STE. B3,VENICE,Florida,34292,,Under Review,6/23/2015,Inactivated,3/5/2019
District 1,Plant,Structural Concrete,12-527,Oremus Materials - Fort Myers,Oremus Material,Mark Bensema,mbensema@oremusmaterial.com,(708) 243-9491,4300 Canal Street,,Fort Myers,Florida,33916,,26.626410,-81.824660,4300 Canal Street,,Fort Myers,Florida,33916,,Under Review,7/10/2025,,
District 1,Plant,Structural Concrete,13-022,"Quikrete - Sarasota, FL","Quikrete Construction Materials, LLC",TODD FLOURNAH,Todd.Flournah@Quikrete-ReadyMix.com,(470) 963-0101,8225 25TH CT. EAST,,SARASOTA,Florida,34243,,27.390354,-82.531132,8225 25TH CT. EAST,,SARASOTA,Florida,34243,,Under Review,6/23/2015,Accepted,3/15/2021
District 1,Plant,Structural Concrete,13-106,CEMEX,"Cemex, Inc. - Concrete Division",RON HOLCOMB,rholcomb@cemexusa.com,(239) 825-3519,4415 15TH STREET EAST,,BRADENTON,Florida,34208,,27.460169,-82.545606,5325 EAST S.R.64,,BRADENTON,Florida,34208,,Under Review,6/23/2015,Accepted,1/5/2024
District 1,Plant,Structural Concrete,13-180,CEMEX,"Cemex, Inc. - Concrete Division",RONALD HOLCOMB,ronald.holcomb@cemex.com,(239) 825-3519,600 9th Street West,,Palmetto,Florida,34221,,27.519989,-82.570481,600 9th Street West,,Palmetto,Florida,34221,,Under Review,5/26/2022,Accepted,5/26/2022
District 1,Plant,Structural Concrete,13-258,"Quikrete - Palmetto, FL","Quikrete Construction Materials, LLC",TODD FLOURNAH,Todd.Flournah@Quikrete-ReadyMix.com,(470) 963-0101,1519 24TH AVENUE EAST,,PALMETTO,Florida,34221,,27.527258,-82.540719,8225 25TH COURT EAST,,SARASOTA,Florida,34221,,Under Review,6/23/2015,Accepted,12/22/2023
District 1,Plant,Structural Concrete,13-488,TITAN,Titan Florida LLC,MICHAEL CUNNINGHAM,mcunningham@titanamerica.com,(954) 325-2108,3111 17TH STREET EAST,,ELLENTON,Florida,34221,,27.528562,-82.532412,"425 COMMERCIAL COURT, STE. B3",,VENICE,Florida,34292,,Under Review,6/23/2015,Inactivated,10/21/2024
District 1,Plant,Structural Concrete,13-489,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Pete Watters,pete.watters@preferredmaterials.com,(239) 985-1124,1923 63RD AVE,,BRADENTON,Florida,34203,,27.430152,-82.540149,P.O. BOX 60307,,FT MYERS,Florida,33906,,Under Review,6/23/2015,Inactivated,2/7/2019
District 1,Plant,Structural Concrete,13-490,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Pete Watters,pete.watters@preferredmaterials.com,(239) 560-7986,1923 63rd ave,,Bradenton,Florida,34203,,27.430242,-82.539800,1923 63rd ave,,Bradenton,Florida,34203,,Under Review,10/12/2016,Accepted,1/26/2023
District 1,Plant,Structural Concrete,16-217,CEMEX,"Cemex, Inc. - Concrete Division",ANTHONY ROGERS,anthonys.rogers@cemex.com,(813) 787-6331,3770 MAINE AVENUE,,LAKELAND,Florida,33801,,28.015841,-81.881250,1501 BELVEDERE ROAD,,WEST PALM BEACH,Florida,33406,,Under Review,6/23/2015,Inactivated,3/15/2021
District 1,Plant,Structural Concrete,16-244,ARGOS,"Quikrete Construction Materials, LLC",Keith Darkes,kdarkes@argos-us.com,(813) 376-5017 x233,495 WEST MAIN STREET,,BARTOW,Florida,33830,,27.896104,-81.847666,5920 W. Linebaugh Ave,,Tamp,Florida,33624,,Under Review,6/23/2015,Inactivated,5/19/2017
District 1,Plant,Structural Concrete,16-387,Quikrete,"Quikrete Construction Materials, LLC",KEITH DARKES,Keith.Darkes@Quikrete-ReadyMix.com,(813) 376-5017,2300 MERSHON STREET,,LAKELAND,Florida,33815,,28.038576,-81.993944,2858 SIDNEY AVE,,ORLANDO,Florida,32810,,Under Review,6/23/2015,Accepted,6/22/2023
District 1,Plant,Structural Concrete,16-438,Quikrete,"Quikrete Construction Materials, LLC",Keith Darkes,Keith.Darkes@Quikrete-ReadyMix.com,(813) 376-5017,1371 42ND STREET N.W.,,AUBURNDALE,Florida,33881,,28.035101,-81.779188,5920 W. LINEBAUGH AVENUE,,TAMPA,Florida,33624,,Under Review,6/23/2015,Accepted,5/21/2021
District 1,Plant,Structural Concrete,16-517,,"Cemex, Inc. - Concrete Division",ANTHONY ROGERS,anthonysrogers@cemex.com,(813) 787-6331,480 CABOOSE PLACE,,MULBERRY,Florida,33860,,27.898856,-81.991833,801 MCCUE ROAD,,LAKELAND,Florida,33815,,Under Review,6/23/2015,Inactivated,5/29/2015
District 1,Plant,Structural Concrete,16-518,CEMEX,"Cemex, Inc. - Concrete Division",Darius Johnson,dariusl.Johnson@cemex.com,(863) 419-2875,100 LEM CARNES ROAD,,DAVENPORT,Florida,33837,,28.187123,-81.592190,3626 QUADRANGLE BLVD,SUITE 200,ORLANDO,Florida,32817,,Under Review,6/23/2015,Accepted,8/18/2021
District 1,Plant,Structural Concrete,16-520,TITAN,Titan Florida LLC,Michael Cunningham,mcunningham@titanamerica.com,(954) 325-2108,4020 SAND MINE RD,,DAVENPORT,Florida,33837,,28.309123,-81.695688,3928 S NOVA ROAD,,PORT ORANGE,Florida,32127,,Under Review,6/23/2015,Inactivated,8/31/2020
District 1,Plant,Structural Concrete,16-521,CEMEX,"Cemex, Inc. - Concrete Division",ANTHONY ROGERS,anthonys.rogers@cemex.com,(813) 787-6331,534 STORY ROAD,,LAKE WALES,Florida,33898,,27.908350,-81.505775,801 MCCUE ROAD,,LAKELAND,Florida,33898,,Under Review,6/23/2015,Accepted,6/24/2025
District 1,Plant,Structural Concrete,16-522,MASCHMEYER,Maschmeyer Concrete Company of Florida,TIMOTHY SHEPHERD,tshepherd@maschmeyer.com,(561) 291-2738,4949 SANDMINE RD,,DAVENPORT,Florida,33897,,28.313370,-81.698620,4949 SANDMINE RD,,DAVENPORT,Florida,33897,,Under Review,6/23/2015,Accepted,1/10/2025
District 1,Plant,Structural Concrete,16-523,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Francisco Latorre,francisco.latorre@preferredmaterials.com,(407) 216-9096,4000 SAND MINE RD,,DAVENPORT,Florida,33897,,28.314120,-81.699700,4000 SAND MINE RD,,DAVENPORT,Florida,33897,,Under Review,6/23/2015,Accepted,4/20/2022
District 1,Plant,Structural Concrete,16-526,valmont,"Valmont Industries, Inc.",Nicholas Guyton,nicholas.guyton@valmont.com,(863) 533-6465,4131 HIGHWAY 17 SOUTH,,BARTOW,Florida,33830,,27.853847,-81.829621,4131 HIGHWAY 17 SOUTH,,BARTOW,Florida,33830,,Under Review,6/23/2015,Inactivated,5/3/2017
District 1,Plant,Structural Concrete,16-528,FORTERRA Pipe & Precast,Forterra Pipe and Precast,RICK RICKARD,rick.rickard@forterrabp.com,(863) 401-6800,1285 LUCERNE LOOP RD NE,,WINTER HAVEN,Florida,33881,,28.076240,-81.690667,1285 LUCERNE LOOP RD NE,,WINTER HAVEN,Florida,33881,,Under Review,6/23/2015,Inactivated,10/3/2016
District 1,Plant,Structural Concrete,16-529,Preferred Materials,"Preferred Materials, Inc. - Concrete Division",,,,4000 SAND MINE RD,,DAVENPORT,Florida,33897,,28.314120,-81.699700,4000 SAND MINE RD,,DAVENPORT,Florida,33897,,Under Review,6/23/2015,Inactivated,1/7/2025
District 1,Plant,Structural Concrete,16-530,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Dennis Hughes,Dennis.Hughes@preferredmaterials.com,(727) 250-8607,255 Edwards Ave,,Lakeland,Florida,33815,,28.039906,-81.994460,8529 South Park Circle,Suite 320,Orlando,Florida,32819,,Under Review,11/23/2016,Accepted,7/12/2021
District 1,Plant,Structural Concrete,16-532,MASCHMEYER,Maschmeyer Concrete Company of Florida,TIMOTHY SHEPHERD,tshepherd@maschmeyer.com,(561) 291-2738,2907 Brooks Street,,Lakeland,Florida,33803,,28.003311,-81.900867,Watertower Rd,,Lake Park,Florida,33403,,Under Review,12/2/2021,Accepted,12/7/2021
District 1,Plant,Structural Concrete,16-533,Quikrete,"Quikrete Construction Materials, LLC",MICHAEL SLOTABEC,MSlotabec@argos-us.com,(407) 947-0088,2450 Cypress Parkway,,Hain City,Florida,33844,,28.116640,-81.552979,2450 Cypress Parkway,,Hain City,Florida,33844,,Under Review,2/15/2022,Accepted,3/9/2022
District 1,Plant,Structural Concrete,16-534,Maschmeyer Davenport,Maschmeyer Concrete Company of Florida,TOREY GEILE,TGeile@maschmeyer.com,(407) 790-9901,3606 CR 547 North,,Davenport,Florida,33837,,28.214101,-81.585295,3606 CR 547 North,,Davenport,Florida,33837,,Under Review,3/6/2025,Accepted,3/13/2025
District 1,Plant,Structural Concrete,16-535,4 Corners,"Cemex, Inc. - Concrete Division",JAE JAEGER,julian.jaeger@cemex.com,(407) 579-2788,4040 Sand Mine Rd,,Davenport,Florida,33897,,28.311658,-81.702002,800 N Magnolia Ave,,Orlando,Florida,32803,,Under Review,6/23/2025,Accepted,6/24/2025
District 1,Plant,Structural Concrete,17-413,ARGOS,"Quikrete Construction Materials, LLC",TODD FLOURNAH,Todd.Flournah@Quikrete-ReadyMix.com,(470) 963-0101,5920 DEACON PLACE,,SARASOTA,Florida,34238,,27.267205,-82.479236,6000 DEACON PLACE,,SARASOTA,Florida,34238,,Under Review,6/23/2015,Accepted,9/8/2015
District 1,Plant,Structural Concrete,17-464,CEMEX,"Cemex, Inc. - Concrete Division",RON HOLCOMB,ronald.holcomb@cemex.com,(239) 825-3519,5505 SOUTH MCINTOSH ROAD,,SARASOTA,Florida,34233,,27.273475,-82.478934,P.O. BOX 50428,,SARASOTA,Florida,34232,,Inactivated,2/11/2016,Accepted,1/12/2024
District 1,Plant,Structural Concrete,17-476,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Mitchell Watters,pete.watters@preferredmaterials.com,(239) 560-7986,123 SOUTH JACKSON RD,,VENICE,Florida,34293,,27.097342,-82.360720,PREFERRED MATERIALS COPORATION,,ODESSA,Florida,33556,,Under Review,6/23/2015,Accepted,4/26/2021
District 1,Plant,Structural Concrete,91-261,TITAN FLORIDA INC.,Titan Florida LLC,FELIX OLAGBENDE,folagbende@titanamerica.com,(305) 763-1322,710 N.E. 3RD AVENUE,,OKEECHOBEE,Florida,34972,,27.250883,-80.827014,9151 FAIRGROUNDS ROAD,,WEST PALM BEACH,Florida,33411,,Under Review,6/23/2015,Inactivated,8/27/2021
District 1,Plant,Structural Concrete,91-262,MASCHMEYER,Maschmeyer Concrete Company of Florida,RICHARD LORENZ,rlorenz@maschmeyer.com,(561) 248-0341,1651 HWY 98 NORTH,,OKEECHOBEE,Florida,34972,,27.252481,-80.861733,1651 HWY 98 NORTH,,OKEECHOBEE,Florida,34972,,Under Review,6/23/2015,Accepted,5/15/2024
